institution_country_1,institution_name_1,couple_1,couple_2,institution_name_2,institution_country_2,sum_paper
United States,"Logan High School, 162 West 100 South, Loganm UT, Logan, UT, United States, 84321",108608839,112795679,"INTECH COLLEGIATE HIGH SCHOOL, 1787 RESEARCH PKWY, NORTH LOGAN, Logan, UT, United States, 84341",United States,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60069412,"Universitas Jember, Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, East Java, Indonesia, 68121",Indonesia,2
Indonesia,"Computer Science Faculty, Depok, Java, Indonesia, 16424",108173563,103051948,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",Japan,2
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,103496990,"Department of Geography, Malet Street, Bloomsbury, London, United Kingdom, WC1E 7HX",United Kingdom,2
United States,"Institute for Artificial Intelligence, Four Towers Building, Athens, GA, United States, 30602-6755",119235936,60018353,"Technische Universität Dresden, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",Germany,2
Germany,"Software-based Networks, Kaiserin-Augusta-Allee 31, Berlin, Berlin, Germany, 10589",123347777,60011604,"Technical University of Berlin, Strasse des 17. Juni 135, Berlin, Germany, 10623",Germany,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104100824,"School of Architecture, Notre Dame, IN, United States",United States,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60028442,"Universidad Politécnica de Madrid, Avda. Ramiro de Maeztu, 7, Madrid, Madrid, Spain, 28040",Spain,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104476028,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",United States,2
Germany,"Software-based Networks, Kaiserin-Augusta-Allee 31, Berlin, Berlin, Germany, 10589",123347777,60072186,"Fraunhofer Institute for Open Communication Systems FOKUS, Kaiserin-Augusta-Allee 31, Berlin, Berlin, Germany, 10589",Germany,2
Germany,"Technical University of Berlin, Strasse des 17. Juni 135, Berlin, Germany, 10623",60011604,119804192,"College of Industrial Technologies-CIT, Misurata, Libya, Libyan Arab Jamahiriya",Libyan Arab Jamahiriya,2
Indonesia,"Indonesia Agency for Health Research and Development, American Embassy, Jl, Medan Merdeka Selatan, No. 5, Jakarta, Indonesia, 10110",101550304,122754820,"Solusi247, Jakarta, Indonesia",Indonesia,2
Libyan Arab Jamahiriya,"College of Industrial Technologies-CIT, Misurata, Libya, Libyan Arab Jamahiriya",119804192,60072186,"Fraunhofer Institute for Open Communication Systems FOKUS, Kaiserin-Augusta-Allee 31, Berlin, Berlin, Germany, 10589",Germany,2
Indonesia,"PT. Supra Indodrill, Indonesia",119523243,104757763,"School of Electrical Engineering and Informatics, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,113854098,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",United States,2
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,60028442,"Universidad Politécnica de Madrid, Avda. Ramiro de Maeztu, 7, Madrid, Madrid, Spain, 28040",Spain,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104476024,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",United States,2
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,104100824,"School of Architecture, Notre Dame, IN, United States",United States,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60004505,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,2
Japan,"Faculty of Information Science and Electrical Engineering, 744 Motooka Nishi-ku, Fukuoka, Fukuoka, Japan, 819-0395",103597531,114046242,"Organization for General Education, 1 Honjo-machi, Saga, Saga, Japan, 840-8502",Japan,2
Netherlands,"Utrecht University, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",60007989,60011476,"Universitat Politècnica de València, Camino de Vera, Valencia, Valencia, Spain, 46022",Spain,2
Indonesia,"Department of Information Technology, Main Campus Cot Tengku Nie Reuleut, Aceh Utara, Aceh, Indonesia",122276747,112830802,"Department of Chemical Engineering, 43 Keelung Road Section 4, Taipei, Taiwan, 106",Taiwan,2
Indonesia,"Universitas Indonesia, Jl. Margonda Raya, Pondok Cina, Beji, Kota Depok, Depok, West Java, Indonesia, 16424",121841273,116696974,"Indonesian National Institute of Aeronautics and Space, Jl. Pemuda Persil No. 1, Jakarta Timur 13220, Jakarta, Indonesia, 13721",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,116113090,"Department of Business Administration, 50 Phahonyothin Road, Bangkok, Thailand",Thailand,2
Indonesia,"Universitas Indonesia, Jl. Margonda Raya, Pondok Cina, Beji, Kota Depok, Depok, West Java, Indonesia, 16424",121841273,104608856,"Department of Engineering Education, 1600 Old Main Hill, Logan, UT, United States, 84322-1400",United States,2
United States,"Kno.e.sis Center, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",103936965,119235936,"Institute for Artificial Intelligence, Four Towers Building, Athens, GA, United States, 30602-6755",United States,2
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,2
Indonesia,"Universitas Indonesia, Jl. Margonda Raya, Pondok Cina, Beji, Kota Depok, Depok, West Java, Indonesia, 16424",121841273,60019702,"University of Birmingham, Ring Road, Birmingham, West Midlands, United Kingdom, B15 2TT",United Kingdom,2
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,60082102,"Consortium for Ocean Leadership, Washington, D.C., DC, United States",United States,2
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60018353,"Technische Universität Dresden, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",Germany,2
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,114027201,"Division of Epidemiology, 8701 Watertown Plank Road, Milwaukee, WI, United States, 53226",United States,2
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,104475822,"Marine Science Institute, Santa Barbara, CA, United States, 93106-0001",United States,2
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,60021508,"University of Notre Dame, Notre Dame, IN, United States",United States,2
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,121800748,"Department of Informatics Engineering, Jl. Perintis Kemerdekaan I/33, Tangerang Banten, Tangerang, Indonesia, 15117",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60007989,"Utrecht University, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",Netherlands,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60011476,"Universitat Politècnica de València, Camino de Vera, Valencia, Valencia, Spain, 46022",Spain,2
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,104100824,"School of Architecture, Notre Dame, IN, United States",United States,2
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60004505,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,113176951,"Faculty of Engineering, 50 Phahonyothin Road, Bangkok, Thailand",Thailand,2
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,104476024,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",United States,2
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,113854098,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",United States,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,114079087,"Department of Computer Science, Manado, Manado, Indonesia, 95371",Indonesia,2
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,104476028,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",United States,2
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,104100824,"School of Architecture, Notre Dame, IN, United States",United States,2
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,113659408,"Department of Computer Science, University Offices, Wellington Square, Oxford, Oxfordshire, United Kingdom, OX1 2JD",United Kingdom,2
United States,"National Center for Ecological Analysis and Synthesis, 735 State Street, Suite 300, Santa Barbara, CA, United States, 93101-5509",60020760,104475822,"Marine Science Institute, Santa Barbara, CA, United States, 93106-0001",United States,2
United States,"National Center for Ecological Analysis and Synthesis, 735 State Street, Suite 300, Santa Barbara, CA, United States, 93101-5509",60020760,114027201,"Division of Epidemiology, 8701 Watertown Plank Road, Milwaukee, WI, United States, 53226",United States,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,113659408,"Department of Computer Science, University Offices, Wellington Square, Oxford, Oxfordshire, United Kingdom, OX1 2JD",United Kingdom,2
United States,"Kno.e.sis Center, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",103936965,113611320,"Department of Computer Science, Campus de Campolide, Lisbon, Lisbon, Portugal, 1099-085",Portugal,2
Japan,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",103051948,60019702,"University of Birmingham, Ring Road, Birmingham, West Midlands, United Kingdom, B15 2TT",United Kingdom,2
Indonesia,"Remote Sensing Technology and Data Center-LAPAN, Indonesian NationalInstitute of Aeronautics and Space, Jln. Kalisari No. 8 Pekayon, PasarRebo - Jakarta, Jakarta, Indonesia, 13710",113902597,116696974,"Indonesian National Institute of Aeronautics and Space, Jl. Pemuda Persil No. 1, Jakarta Timur 13220, Jakarta, Indonesia, 13721",Indonesia,2
Indonesia,"Department of Dental Materials, Depok, Java, Indonesia, 16424",105843273,119050004,"STTT Nurul Fikri, Indonesia",Indonesia,2
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,60082102,"Consortium for Ocean Leadership, Washington, D.C., DC, United States",United States,2
Thailand,"Sustainable Development Services Department, Thailand",121766130,116113090,"Department of Business Administration, 50 Phahonyothin Road, Bangkok, Thailand",Thailand,2
Indonesia,"University of Indonesia, RSUPN Dr. Cipto Mangunkusumo, Jalan Pangeran Diponegoro No.71, Kenari, Senen, RW.5, Kenari, RW.5, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota, Jakarta, Indonesia, 10430",60069378,101550304,"Indonesia Agency for Health Research and Development, American Embassy, Jl, Medan Merdeka Selatan, No. 5, Jakarta, Indonesia, 10110",Indonesia,2
Indonesia,"University of Indonesia, RSUPN Dr. Cipto Mangunkusumo, Jalan Pangeran Diponegoro No.71, Kenari, Senen, RW.5, Kenari, RW.5, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota, Jakarta, Indonesia, 10430",60069378,122754820,"Solusi247, Jakarta, Indonesia",Indonesia,2
Indonesia,"Department of Mathematics, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",111197494,104757401,"Department of Medical Biology, Depok, Java, Indonesia, 16424",Indonesia,2
Slovenia,"CVS Mobile, Slovenia",123412936,104211192,"School of Computer Science and Informatics, Park Place, Cardiff, South Glamorgan, Wales, United Kingdom, CF10 3AT",United Kingdom,2
Indonesia,"Department of Architecture, Depok, Java, Indonesia, 16424",104757323,102969616,"Centre Project Coordination Unit, Jakarta, Indonesia",Indonesia,2
Indonesia,"Faculty of Nursing Universitas Indonesia, Kampus UI Depok, Depok, West Java, Indonesia, 16424",115165486,104872797,"Department of Biostatistics and Population Studies, Depok, Java, Indonesia, 16424",Indonesia,2
Indonesia,"Department of Electronics and Computer Science, Bulaksumur, Yogyakarta, Yogyakarta, Indonesia, 55281",112136414,108778323,"Department of Computer Science, Bulaksumur, Yogyakarta, Yogyakarta, Indonesia, 55281",Indonesia,2
Indonesia,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",60108869,118186130,"Department of Informatics, Bengkulu, Bengkulu, Indonesia, 38119",Indonesia,2
New Zealand,"Department of Electrical, Private Bag 92019, Auckland, AUK, New Zealand, 1142",103330213,105843273,"Department of Dental Materials, Depok, Java, Indonesia, 16424",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60104399,"Universitas Bakrie, Jl.H.R Rasuna Said Kav C-22, Kuningan, Jakarta, Indonesia, 12920",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,114777814,"Department of Industrial Engineering, Jl. Srengseng Sawah, Jagakarsa, South Jakarta, Jakarta, Jakarta, Indonesia, 12640",Indonesia,2
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",Denmark,2
Indonesia,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",60108869,121841273,"Universitas Indonesia, Jl. Margonda Raya, Pondok Cina, Beji, Kota Depok, Depok, West Java, Indonesia, 16424",Indonesia,2
Indonesia,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",60108869,104757720,"Department of Marine Science and Technology, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",Indonesia,2
Indonesia,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",60108869,118449433,"Universitas Maarif Hasyim Latif, Sidoarjo, Sidoarjo, Indonesia",Indonesia,2
Indonesia,"Artificial Intelligence Department, Premier Optima Sattiga, Jakarta, Indonesia",122528432,60108869,"Universitas Mercu Buana, Jl. Meruya Selatan No.1, Jakarta, Indonesia",Indonesia,2
