dosen_fasilkom,h_index,full_name,id_author,keyword,sum_paper
no,4,Ikhsanul Habibie,56032156100,particle swarm optimization (pso),3
no,1,Muhammad Ihsan Mas,57202781445,structural fatigue,3
yes,7,Mirna Adriani,35611399700,indonesians,3
no,1,Izzah Fadhilah Akmaliah,57200217166,ontology,3
no,58,Toshino Fukuda,36037263500,new approaches,3
no,33,Peter M.A. Sloot,7006010423,simulation environment,3
no,4,I. Putu Satwika,55625606200,computer science,3
no,4,I. Putu Satwika,55625606200,information systems,3
no,4,Ikhsanul Habibie,56032156100,hough transforms,3
no,58,Toshino Fukuda,36037263500,robotics,3
yes,10,Petrus Mursanto,24176993000,wireless sensor networks,3
no,6,Muladno,7409597642,e-livestock,3
yes,8,Adila Alfa Krisnadhi,23467371600,big data,3
no,3,Elin Cahyaningsih,56595080500,ocai,3
yes,10,Petrus Mursanto,24176993000,sensor nodes,3
no,3,Dewi Yanti Liliana,43461515300,affective computing,3
yes,9,Harry Budi Santoso,55396730800,motivation,3
yes,10,Petrus Mursanto,24176993000,vehicles,3
yes,10,Petrus Mursanto,24176993000,carbon dioxide,3
yes,10,Petrus Mursanto,24176993000,data stream,3
yes,2,Belawati H. Widjaja,24537903000,dna profile,3
no,58,Toshino Fukuda,36037263500,particle swarm optimization,3
yes,2,Belawati H. Widjaja,24537903000,similarity,3
no,2,Syandra P. Sari,23393545800,information retrieval,3
yes,9,Harry Budi Santoso,55396730800,adoption,3
yes,7,Indra Budi,14021131100,e-commerce,3
no,4,I. Putu Satwika,55625606200,ellipse detection,3
yes,7,Indra Budi,14021131100,social media,3
yes,6,Yudho Giri Sucahyo,6507465058,certificate policy,3
yes,9,Harry Budi Santoso,55396730800,scele,3
no,2,Syandra P. Sari,23393545800,parallel corpus,3
yes,7,Indra Budi,14021131100,ontology,3
no,7,Oenardi Lawanto,23094683400,electric circuit,3
yes,7,Mirna Adriani,35611399700,speech transmission,3
yes,7,Mirna Adriani,35611399700,information theory,3
no,10,Parikshit Narendra Mahalle,35170655700,capability,3
no,10,Parikshit Narendra Mahalle,35170655700,access control,3
yes,6,Yudho Giri Sucahyo,6507465058,certification practice statement,3
yes,8,Adila Alfa Krisnadhi,23467371600,ontology design pattern,3
yes,8,Adila Alfa Krisnadhi,23467371600,plug-ins,3
yes,6,Yudho Giri Sucahyo,6507465058,cp,3
yes,6,Dana Indra Sensuse,53264793000,factor analysis,3
yes,7,Indra Budi,14021131100,naïve bayes,3
yes,9,Harry Budi Santoso,55396730800,computer aided instruction,3
no,18,Kousuke Sekiyama,7005646496,odor distribution,3
yes,6,Yudho Giri Sucahyo,6507465058,cps,3
no,3,Judhi Santoso,53264786200,simulation environment,3
yes,9,Harry Budi Santoso,55396730800,learning style,3
no,58,Toshino Fukuda,36037263500,social sciences,3
yes,7,Mirna Adriani,35611399700,query processing,3
yes,10,M. Ivan Fanany,6505757323,feature extraction,3
no,3,Judhi Santoso,53264786200,scheduling,3
no,4,I. Putu Satwika,55625606200,geometry,3
yes,8,Adila Alfa Krisnadhi,23467371600,rule based,3
yes,8,Adila Alfa Krisnadhi,23467371600,user interfaces,3
yes,10,Petrus Mursanto,24176993000,open dynamics engines,3
yes,3,Ave Adriana Pinem,56626063000,indonesia,3
yes,6,Dana Indra Sensuse,53264793000,expert judgment,3
yes,3,Ave Adriana Pinem,56626063000,tam,3
no,3,Aprinaldi Jasa Mantau,57202899749,embryo,3
no,7,Sani Muhamad Isa,36806230900,computer science,3
no,2,Arfive Gandhi,57188979780,cp,3
no,10,Benyamin Kusumoputro,11840021200,artificial odor discrimination system,3
yes,8,Muhammad Anwar Ma’sum,54974181100,computer science,3
no,8,Rahmat Widyanto,8921529200,active appearance model,3
no,2,Arfive Gandhi,57188979780,certification practice statement,3
yes,6,Dana Indra Sensuse,53264793000,government data processing,3
no,18,Kousuke Sekiyama,7005646496,particle swarm optimization,3
no,23,Kouichi Sakurai,7402174117,cryptography,3
no,2,Arfive Gandhi,57188979780,certificate policy,3
no,6,Abdul Muis,8883530800,open dynamics engines,3
yes,8,Muhammad Anwar Ma’sum,54974181100,security of data,3
no,1,Agung Terminanto,55932622400,odoo,3
yes,8,Muhammad Anwar Ma’sum,54974181100,particle swarm optimization (pso),3
no,8,Rahmat Widyanto,8921529200,fuzzy inference,3
yes,7,Ari Wibisono,55625531300,data stream,3
no,5,Adi Wibowo,57205972690,traffic congestion,3
no,6,Kunal Sengupta,50262989400,description logic,3
yes,7,Ari Wibisono,55625531300,carbon dioxide,3
yes,7,Ari Wibisono,55625531300,sensor nodes,3
yes,7,Ari Wibisono,55625531300,wireless sensor networks,3
yes,7,Putu Wuri Handayani,37013424100,website quality,3
no,2,Arfive Gandhi,57188979780,cps,3
no,5,Grafika Jati,55490339500,information systems,3
no,8,Rahmat Widyanto,8921529200,facial expression,3
no,8,Rahmat Widyanto,8921529200,facial expression recognition,3
no,5,Grafika Jati,55490339500,algorithms,3
yes,7,Putu Wuri Handayani,37013424100,behavioral intention,3
no,5,Grafika Jati,55490339500,big data,3
yes,2,Yova Ruldeviyani,56119154900,information security,3
no,7,Sani Muhamad Isa,36806230900,information systems,3
yes,6,Dana Indra Sensuse,53264793000,maturity level,3
no,18,Sunghyon Myaeng,6601919335,advice mining,3
yes,7,Indra Budi,14021131100,machine translations,3
yes,7,Putu Wuri Handayani,37013424100,erp,3
no,3,Agus Widodo,36816515600,time-series data,3
no,3,Agus Widodo,36816515600,time series forecasting,3
no,18,Kousuke Sekiyama,7005646496,sensors,3
no,7,Sani Muhamad Isa,36806230900,ecg compression,3
yes,6,Dana Indra Sensuse,53264793000,purchase intention,3
no,7,Sani Muhamad Isa,36806230900,set partitioning in hierarchical trees (spiht),3
yes,6,Dana Indra Sensuse,53264793000,computer science,3
yes,8,Muhammad Anwar Ma’sum,54974181100,social sciences,3
no,2,Indra Hermawan,55625519100,information systems,3
yes,7,Putu Wuri Handayani,37013424100,service quality,3
no,2,Indra Hermawan,55625519100,computer science,3
no,18,Kousuke Sekiyama,7005646496,social sciences,3
yes,6,Dana Indra Sensuse,53264793000,tam,3
no,3,Agus Widodo,36816515600,multiple kernel learning,3
no,11,Marcel Kyas,55973105000,security system,3
yes,7,Putu Wuri Handayani,37013424100,knowledge management,3
yes,6,Dana Indra Sensuse,53264793000,evaluation,3
no,3,Agus Widodo,36816515600,computer science,3
no,3,Agus Widodo,36816515600,information systems,3
no,10,Benyamin Kusumoputro,11840021200,artificial intelligence,3
yes,7,Putu Wuri Handayani,37013424100,user acceptance,3
no,5,Wade H. Goodridge,36863370000,metacognition,3
no,23,Kouichi Sakurai,7402174117,authentication,3
yes,10,M. Ivan Fanany,6505757323,action recognition,3
yes,10,M. Ivan Fanany,6505757323,structural fatigue,3
yes,10,M. Ivan Fanany,6505757323,speech,3
yes,6,Dana Indra Sensuse,53264793000,information management,3
no,6,Zdeněk Němec,6602732417,information systems,3
no,3,Aprinaldi Jasa Mantau,57202899749,information systems,3
no,5,Wade H. Goodridge,36863370000,engineering design,3
yes,6,Dana Indra Sensuse,53264793000,surveys,3
yes,4,Nur Fitriah Ayuning Budi,56521579100,ahp,3
no,5,Grafika Jati,55490339500,security of data,3
no,4,Andika Yudha Utomo,56454395200,e-learning,3
no,32,Pascal Hitzler,8876646400,ontology design pattern,3
no,5,Adi Wibowo,57205972690,traffic signal control system,3
yes,9,Harry Budi Santoso,55396730800,open education,3
yes,6,Puspa Indahati Sandhyaduhita,56118787200,service quality,3
yes,4,Nur Fitriah Ayuning Budi,56521579100,social media,3
yes,6,Puspa Indahati Sandhyaduhita,56118787200,adoption,3
yes,7,Indra Budi,14021131100,decision tree,3
no,5,Adi Wibowo,57205972690,information systems,3
yes,7,Indra Budi,14021131100,collaborative filtering,3
no,32,Pascal Hitzler,8876646400,plug-ins,3
no,5,Adi Wibowo,57205972690,computer science,3
yes,6,Alfan Farizki Wicaksono,55522888300,evaluation,3
yes,6,Puspa Indahati Sandhyaduhita,56118787200,technology acceptance model,3
no,4,I. Made Agus Setiawan,55396194200,generalized learning vector quantization,3
no,4,I. Made Agus Setiawan,55396194200,vector quantization,3
yes,6,Dana Indra Sensuse,53264793000,maturity,3
yes,6,Puspa Indahati Sandhyaduhita,56118787200,trust,3
yes,6,Alfan Farizki Wicaksono,55522888300,job search,3
yes,2,Ade Azurat,8980537200,information systems,3
yes,4,Nur Fitriah Ayuning Budi,56521579100,indonesia,3
yes,6,Alfan Farizki Wicaksono,55522888300,user model,3
yes,9,Harry Budi Santoso,55396730800,online learning,3
yes,6,Dana Indra Sensuse,53264793000,ocai,3
yes,7,Putu Wuri Handayani,37013424100,information sharing,3
yes,6,Alfan Farizki Wicaksono,55522888300,sequence labeling,3
yes,7,Indra Budi,14021131100,association rules,3
yes,6,Alfan Farizki Wicaksono,55522888300,advice mining,3
yes,3,Ave Adriana Pinem,56626063000,user acceptance,3
no,0,Maria Susan Anggreainy,57200074279,dna profile,3
no,2,Harry Tursulistyono Yani Achsan,56127179900,scientometrics,3
yes,9,Harry Budi Santoso,55396730800,moodle,3
yes,3,Ave Adriana Pinem,56626063000,entropy,3
yes,2,Yova Ruldeviyani,56119154900,data governance,3
no,32,Pascal Hitzler,8876646400,domain experts,3
yes,7,Indra Budi,14021131100,hospital,3
no,3,Muhammad Iqbal Tawakal,55014602700,vector quantization,3
no,5,Adi Wibowo,57205972690,social sciences,3
yes,2,Yova Ruldeviyani,56119154900,data management,3
yes,7,Indra Budi,14021131100,time-series data,3
yes,7,Indra Budi,14021131100,time series forecasting,3
yes,7,Indra Budi,14021131100,multiple kernel learning,3
yes,10,Petrus Mursanto,24176993000,security of data,3
no,1,Muhammad Muhtar Baswara Achsan,57204415604,scientometrics,3
yes,6,Dana Indra Sensuse,53264793000,organizational culture,3
yes,6,Dana Indra Sensuse,53264793000,recommender system,3
yes,6,Dana Indra Sensuse,53264793000,ontology engineering,3
no,4,Andika Yudha Utomo,56454395200,gamification,3
yes,10,Petrus Mursanto,24176993000,particle swarm optimization (pso),3
no,8,G. D. Van Albada,7006224812,simulation environment,3
yes,9,Harry Budi Santoso,55396730800,computer science,3
no,32,Pascal Hitzler,8876646400,user interfaces,3
yes,10,M. Ivan Fanany,6505757323,bidirectional long short-term memory,3
no,5,Adi Wibowo,57205972690,particle swarm optimization (pso),3
no,18,Kousuke Sekiyama,7005646496,new approaches,3
no,58,Toshino Fukuda,36037263500,odor distribution,3
no,8,G. D. Van Albada,7006224812,scheduling,3
no,32,Pascal Hitzler,8876646400,rule based,3
yes,6,Dana Indra Sensuse,53264793000,meta-ethnography,3
yes,7,Indra Budi,14021131100,similarity measure,3
no,6,Jan Pidanič,21834743200,information systems,3
yes,10,Petrus Mursanto,24176993000,robots,3
yes,4,Nur Fitriah Ayuning Budi,56521579100,trust,3
no,9,Antonio Cerone,57193048432,software engineering,3
yes,9,Harry Budi Santoso,55396730800,electric circuit,3
yes,10,M. Ivan Fanany,6505757323,deep belief networks,3
yes,7,Indra Budi,14021131100,recommender system,3
no,3,Dewi Yanti Liliana,43461515300,active appearance model,3
yes,10,Petrus Mursanto,24176993000,modified particle swarm optimization,3
yes,18,Wisnu Jatmiko,8568432600,traffic jams,3
no,4,Adam I. Shepherd,56113121200,data integration,3
no,7,Simon Razniewski,37117560500,semantic web,3
no,3,Md Kamruzzaman Sarker,57191668076,plug-ins,3
no,7,Budi Wiweko,43061741400,embryo,3
yes,4,Kasiyah,56461394900,online discussion,3
yes,18,Wisnu Jatmiko,8568432600,backpropagation,3
no,4,Arif Budiman,56007691300,learning systems,3
yes,4,Kasiyah,56461394900,community of inquiry,3
yes,4,Kasiyah,56461394900,collaborative learning,3
yes,18,Wisnu Jatmiko,8568432600,diseases,3
yes,18,Wisnu Jatmiko,8568432600,data compression,3
yes,3,Rahmad Mahendra,55314037600,learning systems,3
yes,8,Ari Saptawijaya,15064729000,information use,3
no,7,Yingjie Hu,56442825900,semantic web,3
yes,9,Achmad Nizar Hidayanto,57205093001,social cognitive theory,3
no,22,Werner Nutt,7003716191,sparql,3
yes,7,T. Basaruddin,9334901600,affective computing,3
no,22,Werner Nutt,7003716191,rdf,3
no,2,Devi Fitrianah,55990199600,indonesia,3
no,8,Itsuo Kumazawa,55943452700,neural network,3
no,7,Simon Razniewski,37117560500,query answering,3
no,6,Devvi Sarwinda,56119401500,fimt-dd,3
yes,9,Achmad Nizar Hidayanto,57205093001,opportunity,3
yes,18,Wisnu Jatmiko,8568432600,ecg signals,3
no,7,Raj P. Gopalan,7005493679,association rules,3
yes,9,Achmad Nizar Hidayanto,57205093001,perceived usefulness,3
no,2,Isnaeni Nurrohmah,57190393060,usability testing,3
yes,18,Wisnu Jatmiko,8568432600,evolutionary algorithms,3
yes,2,Widijanto Satyo Nugroho,57193834555,carbon dioxide,3
yes,2,Widijanto Satyo Nugroho,57193834555,sensor nodes,3
no,6,David Carral,55813191900,semantic web,3
yes,2,Widijanto Satyo Nugroho,57193834555,wireless sensor networks,3
no,7,Simon Razniewski,37117560500,query completeness,3
yes,18,Wisnu Jatmiko,8568432600,random processes,3
no,7,Budi Wiweko,43061741400,particle swarm optimization (pso),3
yes,7,T. Basaruddin,9334901600,svm,3
yes,9,Achmad Nizar Hidayanto,57205093001,expert systems,3
no,4,Arif Budiman,56007691300,classification (of information),3
no,4,Adam I. Shepherd,56113121200,semantic web,3
no,22,Werner Nutt,7003716191,query completeness,3
yes,4,Muhammad Rifki Shihab,56363073800,pls-sem,3
yes,18,Wisnu Jatmiko,8568432600,fpga,3
yes,10,Aniati Murni Arymurthy,36815724000,ecg compression,3
no,30,Krzysztof Janowicz,13610913700,ontology,3
yes,4,Amril Syalim,35079468700,authentication,3
yes,18,Wisnu Jatmiko,8568432600,classification,3
no,16,Stéphane Bressan,6701908788,association rules,3
yes,10,Aniati Murni Arymurthy,36815724000,bidirectional long short-term memory,3
no,16,Stéphane Bressan,6701908788,expert systems,3
yes,18,Wisnu Jatmiko,8568432600,deep learning,3
no,16,Stéphane Bressan,6701908788,distributed computer systems,3
yes,10,Aniati Murni Arymurthy,36815724000,wavelet transform,3
no,4,Lisa Raymond,7102737492,data integration,3
yes,9,Achmad Nizar Hidayanto,57205093001,k-means,3
yes,18,Wisnu Jatmiko,8568432600,learning systems,3
yes,10,Aniati Murni Arymurthy,36815724000,e-livestock,3
yes,10,Aniati Murni Arymurthy,36815724000,xgboost,3
yes,10,Aniati Murni Arymurthy,36815724000,geographic information systems,3
yes,10,Aniati Murni Arymurthy,36815724000,pca,3
yes,10,Aniati Murni Arymurthy,36815724000,set partitioning in hierarchical trees (spiht),3
yes,4,Amril Syalim,35079468700,cryptography,3
no,30,Krzysztof Janowicz,13610913700,axiomatization,3
no,47,Peter Howard Wiebe,7005575114,semantic web,3
yes,2,Larastri Kumaralalita,55014232200,e-government,3
yes,18,Wisnu Jatmiko,8568432600,extreme learning machine,3
no,5,Muhammad Febrian Rachmadi,54974181500,security of data,3
yes,4,Kasiyah,56461394900,service quality,3
yes,18,Wisnu Jatmiko,8568432600,support vector machines,3
yes,7,T. Basaruddin,9334901600,active appearance model,3
no,1,Mesnan Silalahi,56905441800,ontology engineering,3
no,47,Peter Howard Wiebe,7005575114,data integration,3
no,30,Krzysztof Janowicz,13610913700,ontology design pattern,3
yes,2,Satrio Baskoro Yudhoatmojo,57188985405,social network analysis,3
yes,9,Achmad Nizar Hidayanto,57205093001,system quality,3
yes,2,Satrio Baskoro Yudhoatmojo,57188985405,master data management,3
yes,18,Wisnu Jatmiko,8568432600,pattern recognition,3
yes,18,Wisnu Jatmiko,8568432600,conditional random field,3
no,5,Hary Budiarto,57201603532,neural networks,3
yes,2,Farisya Setiadi,55893882700,framework,3
yes,1,Iis Solichah,55014342100,information systems,3
yes,9,Achmad Nizar Hidayanto,57205093001,benefits,3
yes,4,Setiadi Yazid,6506236236,big data,3
yes,7,Zainal A.Hasibuan,57203922071,indonesia open educational resources,3
no,2,Novian Habibie,57188972794,carbon dioxide,3
no,6,Elly Matul Imah,54973804500,algorithms,3
yes,1,Dadan Hardianto,6504731736,feature extraction,3
no,2,Novian Habibie,57188972794,semantic segmentation,3
yes,18,Wisnu Jatmiko,8568432600,codebooks,3
yes,18,Wisnu Jatmiko,8568432600,euclidean distance,3
yes,9,Achmad Nizar Hidayanto,57205093001,distributed computer systems,3
yes,5,Wahyu Catur Wibowo,56126778500,scientometrics,3
no,2,Novian Habibie,57188972794,information systems,3
yes,18,Wisnu Jatmiko,8568432600,control systems,3
yes,18,Wisnu Jatmiko,8568432600,traffic signal control system,3
yes,18,Wisnu Jatmiko,8568432600,human bodies,3
yes,7,Zainal A.Hasibuan,57203922071,motivation,3
no,34,Suzanne M.C. Carbotte,6701464856,semantic web,3
yes,18,Wisnu Jatmiko,8568432600,heart beats,3
yes,18,Wisnu Jatmiko,8568432600,multiple odor sources localization,3
yes,18,Wisnu Jatmiko,8568432600,dynamic environments,3
yes,18,Wisnu Jatmiko,8568432600,open dynamics engines,3
no,6,Robert A. Arko,7003524142,semantic web,3
no,6,Robert A. Arko,7003524142,data integration,3
yes,18,Wisnu Jatmiko,8568432600,arrhythmia,3
no,6,Elly Matul Imah,54973804500,feature extraction and classification,3
no,6,Elly Matul Imah,54973804500,arrhythmia,3
yes,6,Heru Suhartanto,16423632300,stability preserving,3
yes,1,Fatimah Azzahro,57194160083,behavioral intention,3
yes,6,Heru Suhartanto,16423632300,general linear methods,3
yes,2,Laksmita Rahadianti,55513678400,time-to-contact,3
yes,18,Wisnu Jatmiko,8568432600,pso,3
yes,18,Wisnu Jatmiko,8568432600,visual tracking,3
no,2,Novian Habibie,57188972794,sensor nodes,3
yes,18,Wisnu Jatmiko,8568432600,glvq,3
yes,18,Wisnu Jatmiko,8568432600,fetal head,3
no,6,Elly Matul Imah,54973804500,generalized learning vector quantization,3
no,7,Tom Narock,6504641182,data integration,3
no,2,Novian Habibie,57188972794,wireless sensor networks,3
yes,1,Dadan Hardianto,6504731736,image processing,3
yes,1,Dadan Hardianto,6504731736,computer vision,3
yes,6,R. Yugo Kartono Isal,6507865865,student-centered learning,3
yes,9,Achmad Nizar Hidayanto,57205093001,risk,3
yes,1,Fatimah Azzahro,57194160083,trust,3
yes,7,T. Basaruddin,9334901600,algorithms,3
yes,6,Heru Suhartanto,16423632300,e-learning,3
yes,7,Zainal A.Hasibuan,57203922071,learning contents,3
yes,7,Zainal A.Hasibuan,57203922071,personalizations,3
yes,7,T. Basaruddin,9334901600,information systems,3
yes,7,T. Basaruddin,9334901600,computer science,3
yes,1,Iis Solichah,55014342100,systematic literature review (slr),3
yes,6,Heru Suhartanto,16423632300,computer science,3
yes,7,T. Basaruddin,9334901600,learning systems,3
yes,1,Iis Solichah,55014342100,analytic hierarchy process (ahp),3
yes,18,Wisnu Jatmiko,8568432600,sleep research,3
yes,7,Zainal A.Hasibuan,57203922071,learning type,3
